,text,code,task_id,test_list
584, this function to find the n - expensive price items from a given dataset using heap queue algorithm.,"```javascript
function expensiveItems(items, n) {
  return items
    .sort((a, b) => b.price - a.price)
    .slice(0, n);
}
```",585,"```javascript
[""console.assert(JSON.stringify(expensive_items([{name: 'Item-1', price: 101.1}, {name: 'Item-2', price: 555.22}], 1)) === JSON.stringify([{name: 'Item-2', price: 555.22}])"", ""console.assert(JSON.stringify(expensive_items([{name: 'Item-1', price: 101.1}, {name: 'Item-2', price: 555.22}, {name: 'Item-3', price: 45.09}], 2)) === JSON.stringify([{name: 'Item-2', price: 555.22}, {name: 'Item-1', price: 101.1}])"", ""console.assert(JSON.stringify(expensive_items([{name: 'Item-1', price: 101.1}, {name: 'Item-2', price: 555.22}, {name: 'Item-3', price: 45.09}, {name: 'Item-4', price: 22.75}], 1)) === JSON.stringify([{name: 'Item-2', price: 555.22}])""]
```"
585, this   function to split the array and add the first part to the end.,"```javascript
function split_Arr(a, n, k) {
    const b = a.slice(0, k);
    return [a.slice(k).concat(b)];
}
```",586,"```javascript
['console.assert(split_Arr([12,10,5,6,52,36],6,2).toString() === [5,6,52,36,12,10].toString())', 
 'console.assert(split_Arr([1,2,3,4],4,1).toString() === [2,3,4,1].toString())', 
 'console.assert(split_Arr([0,1,2,3,4,5,6,7],8,3).toString() === [3,4,5,6,7,0,1,2].toString())']
```"
586, this function to convert a list to a tuple.,"```javascript
function listTuple(listx) {
  const tuplex = Array.from(listx);
  return [tuplex];
}
```",587,"```javascript
console.assert(JSON.stringify(listTuple([5, 10, 7, 4, 15, 3])) === JSON.stringify([5, 10, 7, 4, 15, 3]));
console.assert(JSON.stringify(listTuple([2, 4, 5, 6, 2, 3, 4, 4, 7])) === JSON.stringify([2, 4, 5, 6, 2, 3, 4, 4, 7]));
console.assert(JSON.stringify(listTuple([58, 44, 56])) === JSON.stringify([58, 44, 56]));
```"
587, this   function to find the difference between largest and smallest value in a given array.,"```javascript
function big_diff(nums) {
    let diff = Math.max(...nums) - Math.min(...nums);
    return diff;
}
```",588,"```javascript
console.assert(big_diff([1,2,3,4]) === 3);
console.assert(big_diff([4,5,12]) === 8);
console.assert(big_diff([9,2,3]) === 7);
```"
588, this function to find perfect squares between two given numbers.,"```javascript
function perfectSquares(a, b) {
    let lists = [];
    for (let i = a; i <= b; i++) {
        let j = 1;
        while (j * j <= i) {
            if (j * j === i) {
                lists.push(i);
            }
            j++;
        }
    }
    return lists;
}
```",589,"```javascript
['console.assert(perfect_squares(1, 30).toString() === [1, 4, 9, 16, 25].toString())', 'console.assert(perfect_squares(50, 100).toString() === [64, 81, 100].toString())', 'console.assert(perfect_squares(100, 200).toString() === [100, 121, 144, 169, 196].toString())']
```"
589, this function to convert polar coordinates to rectangular coordinates.,"```javascript
function polarRect(x, y) {
    const cn = Math.sqrt(x * x + y * y);
    const angle = Math.atan2(y, x);
    const cn1 = { r: 2, theta: Math.PI };
    return [[cn, angle], cn1];
}
```",590,"```javascript
['console.assert(polar_rect(3, 4)[0] === 5.0 && polar_rect(3, 4)[1] === 0.9272952180016122 && polar_rect(3, 4)[2].toString() === ""(-2+2.4492935982947064e-16j"")', 'console.assert(polar_rect(4, 7)[0] === 8.06225774829855 && polar_rect(4, 7)[1] === 1.0516502125483738 && polar_rect(4, 7)[2].toString() === ""(-2+2.4492935982947064e-16j"")', 'console.assert(polar_rect(15, 17)[0] === 22.67156809750927 && polar_rect(15, 17)[1] === 0.8478169733934057 && polar_rect(15, 17)[2].toString() === ""(-2+2.4492935982947064e-16j"")'];
```"
590, this   function to interchange the first and last elements in a list.,"```javascript
function swapList(newList) { 
    var size = newList.length; 
    var temp = newList[0]; 
    newList[0] = newList[size - 1]; 
    newList[size - 1] = temp;  
    return newList; 
}
```",591,"```javascript
console.assert(swap_List([12, 35, 9, 56, 24]).toString() === [24, 35, 9, 56, 12].toString());
console.assert(swap_List([1, 2, 3]).toString() === [3, 2, 1].toString());
console.assert(swap_List([4, 5, 6]).toString() === [6, 5, 4].toString());
```"
591, this   function to find sum of product of binomial co-efficients.,"```javascript
function binomialCoeff(n, k) { 
    let C = new Array(k + 1).fill(0); 
    C[0] = 1; // nC0 is 1 
    for (let i = 1; i <= n; i++) {  
        for (let j = Math.min(i, k); j > 0; j--) { 
            C[j] = C[j] + C[j - 1]; 
        } 
    } 
    return C[k]; 
}

function sumOfProduct(n) { 
    return binomialCoeff(2 * n, n - 1); 
}
```",592,"```javascript
['console.assert(sum_Of_product(3) === 15)', 'console.assert(sum_Of_product(4) === 56)', 'console.assert(sum_Of_product(1) === 1)'];
```"
592, this function to remove leading zeroes from an ip address.,"```javascript
function removezero_ip(ip) {
    return ip.replace(/\.[0]*/g, '.');
}
```",593,"```javascript
['console.assert(removezero_ip(""216.08.094.196"") === ""216.8.94.196"")', 'console.assert(removezero_ip(""12.01.024"") === ""12.1.24"")', 'console.assert(removezero_ip(""216.08.094.0196"") === ""216.8.94.196"")'];
```"
593, this function to find the difference of first even and odd number of a given list.,"```javascript
function diffEvenOdd(list1) {
    const firstEven = list1.find(el => el % 2 === 0) || -1;
    const firstOdd = list1.find(el => el % 2 !== 0) || -1;
    return (firstEven - firstOdd);
}
```",594,"```javascript
['console.assert(diff_even_odd([1,3,5,7,4,1,6,8]) === 3)', 'console.assert(diff_even_odd([1,2,3,4,5,6,7,8,9,10]) === 1)', 'console.assert(diff_even_odd([1,5,7,9,10]) === 9)']
```"
594, this   function to count minimum number of swaps required to convert one binary string to another.,"```javascript
function minSwaps(str1, str2) {
    let count = 0;
    for (let i = 0; i < str1.length; i++) {
        if (str1[i] !== str2[i]) {
            count++;
        }
    }
    if (count % 2 === 0) {
        return Math.floor(count / 2);
    } else {
        return ""Not Possible"";
    }
}
```",595,"```javascript
['console.assert(min_Swaps(""1101"", ""1110"") === 1)', 'console.assert(min_Swaps(""111"", ""000"") === ""Not Possible"")', 'console.assert(min_Swaps(""111"", ""110"") === ""Not Possible"")']
```"
595, this function to find the size of the given tuple.,"```javascript
function tupleSize(tupleList) {
  return [tupleList.length * 8]; // Approximation, since JavaScript doesn't have a direct equivalent for sys.getsizeof
}
```",596,"```javascript
console.assert(tupleSize([""A"", 1, ""B"", 2, ""C"", 3]) === getSizeof([""A"", 1, ""B"", 2, ""C"", 3]));
console.assert(tupleSize([1, ""Raju"", 2, ""Nikhil"", 3, ""Deepanshu""]) === getSizeof([1, ""Raju"", 2, ""Nikhil"", 3, ""Deepanshu""]));
console.assert(tupleSize([[1, ""Lion""], [2, ""Tiger""], [3, ""Fox""], [4, ""Wolf""]]) === getSizeof([[1, ""Lion""], [2, ""Tiger""], [3, ""Fox""], [4, ""Wolf""]]));
```"
596, this function to find kth element from the given two sorted arrays.,"```javascript
function find_kth(arr1, arr2, m, n, k) {
    let sorted1 = new Array(m + n).fill(0);
    let i = 0;
    let j = 0;
    let d = 0;

    while (i < m && j < n) {
        if (arr1[i] < arr2[j]) {
            sorted1[d] = arr1[i];
            i++;
        } else {
            sorted1[d] = arr2[j];
            j++;
        }
        d++;
    }
    while (i < m) {
        sorted1[d] = arr1[i];
        d++;
        i++;
    }
    while (j < n) {
        sorted1[d] = arr2[j];
        d++;
        j++;
    }
    return sorted1[k - 1];
}
```",597,"```javascript
['console.assert(find_kth([2, 3, 6, 7, 9], [1, 4, 8, 10], 5, 4, 5) === 6)', 'console.assert(find_kth([100, 112, 256, 349, 770], [72, 86, 113, 119, 265, 445, 892], 5, 7, 7) === 256)', 'console.assert(find_kth([3, 4, 7, 8, 10], [2, 5, 9, 11], 5, 4, 6) === 8)']
```"
597, this function to check whether the given number is armstrong or not.,"```javascript
function armstrongNumber(number) {
    let sum = 0;
    let times = 0;
    let temp = number;
    
    while (temp > 0) {
        times += 1;
        temp = Math.floor(temp / 10);
    }
    
    temp = number;
    
    while (temp > 0) {
        let reminder = temp % 10;
        sum += Math.pow(reminder, times);
        temp = Math.floor(temp / 10);
    }
    
    return number === sum;
}
```",598,"```javascript
console.assert(armstrong_number(153) === true);
console.assert(armstrong_number(259) === false);
console.assert(armstrong_number(4458) === false);
```"
598, this function to find sum and average of first n natural numbers.,"```javascript
function sumAverage(number) {
    let total = 0;
    for (let value = 1; value <= number; value++) {
        total += value;
    }
    let average = total / number;
    return [total, average];
}
```",599,"```javascript
['console.assert(sum_average(10)[0] === 55 && sum_average(10)[1] === 5.5)', 'console.assert(sum_average(15)[0] === 120 && sum_average(15)[1] === 8.0)', 'console.assert(sum_average(20)[0] === 210 && sum_average(20)[1] === 10.5)'];
```"
599, this   function to check whether the given number is even or not using bitwise operator.,"```javascript
function isEven(n) { 
    if ((n ^ 1) === (n + 1)) { 
        return true; 
    } else { 
        return false; 
    } 
}
```",600,"```javascript
['console.assert(is_Even(1) === false)', 'console.assert(is_Even(2) === true)', 'console.assert(is_Even(3) === false)']
```"
600, this function to find the longest chain which can be formed from the given set of pairs.,"```javascript
class Pair {
    constructor(a, b) {
        this.a = a;
        this.b = b;
    }
}

function maxChainLength(arr, n) {
    let max = 0;
    let mcl = new Array(n).fill(1);
    
    for (let i = 1; i < n; i++) {
        for (let j = 0; j < i; j++) {
            if (arr[i].a > arr[j].b && mcl[i] < mcl[j] + 1) {
                mcl[i] = mcl[j] + 1;
            }
        }
    }
    
    for (let i = 0; i < n; i++) {
        if (max < mcl[i]) {
            max = mcl[i];
        }
    }
    
    return max;
}
```",601,"```javascript
['console.assert(max_chain_length([new Pair(5, 24), new Pair(15, 25), new Pair(27, 40), new Pair(50, 60)], 4) === 3)', 
 'console.assert(max_chain_length([new Pair(1, 2), new Pair(3, 4), new Pair(5, 6), new Pair(7, 8)], 4) === 4)', 
 'console.assert(max_chain_length([new Pair(19, 10), new Pair(11, 12), new Pair(13, 14), new Pair(15, 16), new Pair(31, 54)], 5) === 5)']
```"
601, this   function to find the first repeated character in a given string.,"```javascript
function firstRepeatedChar(str1) {
  for (let index = 0; index < str1.length; index++) {
    let c = str1[index];
    if (str1.slice(0, index + 1).split(c).length - 1 > 1) {
      return c;
    }
  }
  return ""None"";
}
```",602,"```javascript
['console.assert(first_repeated_char(""abcabc"") === ""a"")', 'console.assert(first_repeated_char(""abc"") === ""None"")', 'console.assert(first_repeated_char(""123123"") === ""1"")']
```"
602, this function to get a lucid number smaller than or equal to n.,"```javascript
function getLudic(n) {
    let ludics = [];
    for (let i = 1; i <= n; i++) {
        ludics.push(i);
    }
    let index = 1;
    while (index !== ludics.length) {
        let firstLudic = ludics[index];
        let removeIndex = index + firstLudic;
        while (removeIndex < ludics.length) {
            ludics.splice(removeIndex, 1);
            removeIndex = removeIndex + firstLudic - 1;
        }
        index++;
    }
    return ludics;
}
```",603,"```javascript
['console.assert(get_ludic(10).toString() === [1, 2, 3, 5, 7].toString())', 'console.assert(get_ludic(25).toString() === [1, 2, 3, 5, 7, 11, 13, 17, 23, 25].toString())', 'console.assert(get_ludic(45).toString() === [1, 2, 3, 5, 7, 11, 13, 17, 23, 25, 29, 37, 41, 43].toString())'];
```"
603, this function to reverse words in a given string.,"```javascript
function reverseWords(s) {
    return s.split(' ').reverse().join(' ');
}
```",604,"```javascript
['console.assert(reverseWords(""  program"") === ""program  "")', 'console.assert(reverseWords(""java language"") === ""language java"")', 'console.assert(reverseWords(""indian man"") === ""man indian"")']
```"
604, this function to check if the given integer is a prime number.,"```javascript
function primeNum(num) {
    if (num >= 1) {
        for (let i = 2; i <= num / 2; i++) {
            if (num % i === 0) {
                return false;
            }
        }
        return true;
    } else {
        return false;
    }
}
```",605,"```javascript
['console.assert(prime_num(13) === true)', 'console.assert(prime_num(7) === true)', 'console.assert(prime_num(-1010) === false)']
```"
605, this function to convert degrees to radians.,"```javascript
function radian_degree(degree) {
    const radian = degree * (Math.PI / 180);
    return radian;
}
```",606,"```javascript
['console.assert(radian_degree(90) === 1.5707963267948966)', 'console.assert(radian_degree(60) === 1.0471975511965976)', 'console.assert(radian_degree(120) === 2.0943951023931953)']
```"
606, this function to search a literals string in a string and also find the location within the original string where the pattern occurs by using regex.,"```javascript
const pattern = 'fox';
const text = 'The quick brown fox jumps over the lazy dog.';

function find_literals(text, pattern) {
  const match = text.match(new RegExp(pattern));
  const s = match.index;
  const e = s + match[0].length;
  return [match.input, s, e];
}
```",607,"```javascript
console.assert(find_literals('The quick brown fox jumps over the lazy dog.', 'fox')[0] === 'fox' && find_literals('The quick brown fox jumps over the lazy dog.', 'fox')[1] === 16 && find_literals('The quick brown fox jumps over the lazy dog.', 'fox')[2] === 19);
console.assert(find_literals('Its been a very crazy procedure right', 'crazy')[0] === 'crazy' && find_literals('Its been a very crazy procedure right', 'crazy')[1] === 16 && find_literals('Its been a very crazy procedure right', 'crazy')[2] === 21);
console.assert(find_literals('Hardest choices required strongest will', 'will')[0] === 'will' && find_literals('Hardest choices required strongest will', 'will')[1] === 35 && find_literals('Hardest choices required strongest will', 'will')[2] === 39);
```"
607, this   function to find nth bell number.,"```javascript
function bellNumber(n) {
    let bell = Array.from({ length: n + 1 }, () => Array(n + 1).fill(0));
    bell[0][0] = 1;
    for (let i = 1; i <= n; i++) {
        bell[i][0] = bell[i - 1][i - 1];
        for (let j = 1; j <= i; j++) {
            bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1];
        }
    }
    return bell[n][0];
}
```",608,"```javascript
['console.assert(bell_Number(2) === 2)', 'console.assert(bell_Number(3) === 5)', 'console.assert(bell_Number(4) === 15)'];
```"
608, this   function to find minimum possible value for the given periodic function.,"```javascript
function floor_Min(A, B, N) {
    let x = Math.max(B - 1, N);
    return Math.floor((A * x) / B);
}
```",609,"```javascript
['console.assert(floor_Min(10, 20, 30) === 15)', 'console.assert(floor_Min(1, 2, 1) === 0)', 'console.assert(floor_Min(11, 10, 9) === 9)'];
```"
609, this   function to remove the k'th element from a given list.,"```javascript
function removeKthElement(list1, L) {
    return list1.slice(0, L - 1).concat(list1.slice(L));
}
```",610,"```javascript
['console.assert(JSON.stringify(remove_kth_element([1,1,2,3,4,4,5,1],3)) === JSON.stringify([1, 1, 3, 4, 4, 5, 1])', 'console.assert(JSON.stringify(remove_kth_element([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4],4)) === JSON.stringify([0, 0, 1, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4])', 'console.assert(JSON.stringify(remove_kth_element([10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10],5)) === JSON.stringify([10,10,15,19, 18, 17, 26, 26, 17, 18, 10])']
```"
610, this function to find the maximum of nth column from the given tuple list.,"```javascript
function maxOfNth(testList, N) {
    let res = Math.max(...testList.map(sub => sub[N]));
    return res;
}
```",611,"```javascript
console.assert(max_of_nth([(5, 6, 7), (1, 3, 5), (8, 9, 19)], 2) === 19);
console.assert(max_of_nth([(6, 7, 8), (2, 4, 6), (9, 10, 20)], 1) === 10);
console.assert(max_of_nth([(7, 8, 9), (3, 5, 7), (10, 11, 21)], 1) === 11);
```"
611, this   function to merge the first and last elements separately in a list of lists.,"```javascript
function merge(lst) {
    return lst[0].map((_, colIndex) => lst.map(row => row[colIndex]));
}
```",612,"```javascript
[""console.assert(merge([['x', 'y'], ['a', 'b'], ['m', 'n']]).toString() === [['x', 'a', 'm'], ['y', 'b', 'n']].toString())"", ""console.assert(merge([[1, 2], [3, 4], [5, 6], [7, 8]]).toString() === [[1, 3, 5, 7], [2, 4, 6, 8]].toString())"", ""console.assert(merge([['x', 'y','z'], ['a', 'b','c'], ['m', 'n','o']]).toString() === [['x', 'a', 'm'], ['y', 'b', 'n'], ['z', 'c', 'o']].toString())""]
```"
612, this function to find the maximum value in record list as tuple attribute in the given tuple list.,"```javascript
function maximumValue(testList) {
    let res = testList.map(([key, lst]) => [key, Math.max(...lst)]);
    return res;
}
```",613,"```javascript
console.assert(JSON.stringify(maximum_value([['key1', [3, 4, 5]], ['key2', [1, 4, 2]], ['key3', [9, 3]]])) === JSON.stringify([['key1', 5], ['key2', 4], ['key3', 9]]));
console.assert(JSON.stringify(maximum_value([['key1', [4, 5, 6]], ['key2', [2, 5, 3]], ['key3', [10, 4]]])) === JSON.stringify([['key1', 6], ['key2', 5], ['key3', 10]]));
console.assert(JSON.stringify(maximum_value([['key1', [5, 6, 7]], ['key2', [3, 6, 4]], ['key3', [11, 5]]])) === JSON.stringify([['key1', 7], ['key2', 6], ['key3', 11]]));
```"
613, this function to find the cumulative sum of all the values that are present in the given tuple list.,"```javascript
function cummulative_sum(test_list) {
    let res = test_list.flat().reduce((a, b) => a + b, 0);
    return res;
}
```",614,"```javascript
['console.assert(cummulative_sum([(1, 3), (5, 6, 7), (2, 6)]) === 30)', 'console.assert(cummulative_sum([(2, 4), (6, 7, 8), (3, 7)]) === 37)', 'console.assert(cummulative_sum([(3, 5), (7, 8, 9), (4, 8)]) === 44)']
```"
614, this function to find average value of the numbers in a given tuple of tuples.,"```javascript
function averageTuple(nums) {
    const result = nums[0].map((_, colIndex) => {
        const columnSum = nums.reduce((acc, row) => acc + row[colIndex], 0);
        return columnSum / nums.length;
    });
    return result;
}
```",615,"```javascript
['console.assert(averageTuple([(10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4)]) == [30.5, 34.25, 27.0, 23.25])', 'console.assert(averageTuple([(1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3)]) == [25.5, -18.0, 3.75])', 'console.assert(averageTuple([(100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40)]) == [305.0, 342.5, 270.0, 232.5])']
```"
615, this function to perfom the modulo of tuple elements in the given two tuples.,"```javascript
function tupleModulo(testTup1, testTup2) {
    let res = testTup1.map((ele1, index) => ele1 % testTup2[index]);
    return res;
}
```",616,"```javascript
console.assert(tuple_modulo([10, 4, 5, 6], [5, 6, 7, 5]).toString() === [0, 4, 5, 1].toString());
console.assert(tuple_modulo([11, 5, 6, 7], [6, 7, 8, 6]).toString() === [5, 5, 6, 1].toString());
console.assert(tuple_modulo([12, 6, 7, 8], [7, 8, 9, 7]).toString() === [5, 6, 7, 1].toString());
```"
616," this function to check for the number of jumps required of given length to reach a point of form (d, 0) from origin in a 2d plane.","```javascript
function min_Jumps(a, b, d) {
    let temp = a;
    a = Math.min(a, b);
    b = Math.max(temp, b);
    if (d >= b) {
        return (d + b - 1) / b;
    }
    if (d === 0) {
        return 0;
    }
    if (d === a) {
        return 1;
    } else {
        return 2;
    }
}
```",617,"```javascript
['console.assert(min_Jumps(3, 4, 11) === 3.5)', 'console.assert(min_Jumps(3, 4, 0) === 0)', 'console.assert(min_Jumps(11, 14, 11) === 1)'];
```"
617, this function to divide two lists using map and lambda function.,"```javascript
function divList(nums1, nums2) {
  const result = nums1.map((x, index) => x / nums2[index]);
  return result;
}
```",618,"```javascript
['console.assert(JSON.stringify(div_list([4,5,6],[1, 2, 3])) === JSON.stringify([4.0,2.5,2.0]))', 'console.assert(JSON.stringify(div_list([3,2],[1,4])) === JSON.stringify([3.0, 0.5]))', 'console.assert(JSON.stringify(div_list([90,120],[50,70])) === JSON.stringify([1.8, 1.7142857142857142]))']
```"
618, this function to move all the numbers in it to the given string.,"```javascript
function moveNum(testStr) {
  let res = '';
  let dig = '';
  for (let ele of testStr) {
    if (/\d/.test(ele)) {
      dig += ele;
    } else {
      res += ele;
    }
  }
  res += dig;
  return [res];
}
```",619,"```javascript
[""console.assert(move_num('I1love143you55three3000thousand') === 'Iloveyouthreethousand1143553000');"", ""console.assert(move_num('Avengers124Assemble') === 'AvengersAssemble124');"", ""console.assert(move_num('Its11our12path13to14see15things16do17things') === 'Itsourpathtoseethingsdothings11121314151617');""]
```"
619, this function to find the largest subset where each pair is divisible.,"```javascript
function largestSubset(a, n) {
    let dp = new Array(n).fill(0);
    dp[n - 1] = 1; 
    for (let i = n - 2; i >= 0; i--) {
        let mxm = 0;
        for (let j = i + 1; j < n; j++) {
            if (a[j] % a[i] === 0 || a[i] % a[j] === 0) {
                mxm = Math.max(mxm, dp[j]);
            }
        }
        dp[i] = 1 + mxm;
    }
    return Math.max(...dp);
}
```",620,"```javascript
console.assert(largest_subset([1, 3, 6, 13, 17, 18], 6) === 4);
console.assert(largest_subset([10, 5, 3, 15, 20], 5) === 3);
console.assert(largest_subset([18, 1, 3, 6, 13, 17], 6) === 4);
```"
620, this function to increment the numeric values in the given strings by k.,"```javascript
function incrementNumerics(testList, K) {
    const res = testList.map(ele => /^\d+$/.test(ele) ? (parseInt(ele) + K).toString() : ele);
    return res;
}
```",621,"```javascript
['console.assert(increment_numerics([""MSM"", ""234"", ""is"", ""98"", ""123"", ""best"", ""4""], 6).toString() === [\'MSM\', \'240\', \'is\', \'104\', \'129\', \'best\', \'10\'].toString())', 'console.assert(increment_numerics([""Dart"", ""356"", ""is"", ""88"", ""169"", ""Super"", ""6""], 12).toString() === [\'Dart\', \'368\', \'is\', \'100\', \'181\', \'Super\', \'18\'].toString())', 'console.assert(increment_numerics([""Flutter"", ""451"", ""is"", ""44"", ""96"", ""Magnificent"", ""12""], 33).toString() === [\'Flutter\', \'484\', \'is\', \'77\', \'129\', \'Magnificent\', \'45\'].toString())']
```"
621, this function to find the median of two sorted arrays of same size.,"```javascript
function getMedian(arr1, arr2, n) {
  let i = 0;
  let j = 0;
  let m1 = -1;
  let m2 = -1;
  let count = 0;
  
  while (count < n + 1) {
    count += 1;
    if (i === n) {
      m1 = m2;
      m2 = arr2[0];
      break;
    } else if (j === n) {
      m1 = m2;
      m2 = arr1[0];
      break;
    }
    if (arr1[i] <= arr2[j]) {
      m1 = m2;
      m2 = arr1[i];
      i += 1;
    } else {
      m1 = m2;
      m2 = arr2[j];
      j += 1;
    }
  }
  return (m1 + m2) / 2;
}
```",622,"```javascript
['console.assert(get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) === 16.0)', 'console.assert(get_median([2, 4, 8, 9], [7, 13, 19, 28], 4) === 8.5)', 'console.assert(get_median([3, 6, 14, 23, 36, 42], [2, 18, 27, 39, 49, 55], 6) === 25.0)']
```"
622, this function to find the n-th power of individual elements in a list using lambda function.,"```javascript
function nthNums(nums, n) {
    const nthNums = nums.map(x => Math.pow(x, n));
    return nthNums;
}
```",623,"```javascript
['console.assert(JSON.stringify(nth_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 2)) === JSON.stringify([1, 4, 9, 16, 25, 36, 49, 64, 81, 100])', 'console.assert(JSON.stringify(nth_nums([10, 20, 30], 3)) === JSON.stringify([1000, 8000, 27000]))', 'console.assert(JSON.stringify(nth_nums([12, 15], 5)) === JSON.stringify([248832, 759375]))']
```"
623, this   function to convert the given string to upper case.,"```javascript
function isUpper(string) {
  return string.toUpperCase();
}
```",624,"```javascript
['console.assert(is_upper(""person"") === ""PERSON"")', 'console.assert(is_upper(""final"") === ""FINAL"")', 'console.assert(is_upper(""Valid"") === ""VALID"")']
```"
624, this   function to interchange first and last elements in a given list.,"```javascript
function swapList(newList) { 
    let size = newList.length; 
    let temp = newList[0]; 
    newList[0] = newList[size - 1]; 
    newList[size - 1] = temp;   
    return newList; 
}
```",625,"```javascript
['console.assert(swap_List([1,2,3]).toString() === [3,2,1].toString())', 'console.assert(swap_List([1,2,3,4,4]).toString() === [4,2,3,4,1].toString())', 'console.assert(swap_List([4,5,6]).toString() === [6,5,4].toString())']
```"
625, this   function to find the largest triangle that can be inscribed in the semicircle.,"```javascript
function triangleArea(r) {
    if (r < 0) {
        return -1;
    }
    return r * r;
}
```",626,"```javascript
['console.assert(triangle_area(0) === 0)', 'console.assert(triangle_area(-1) === -1)', 'console.assert(triangle_area(2) === 4)']
```"
626, this   function to find the smallest missing number from the given array.,"```javascript
function findFirstMissing(array, start, end) {
    if (start > end) {
        return end + 1;
    }
    if (start !== array[start]) {
        return start;
    }
    const mid = Math.floor((start + end) / 2);
    if (array[mid] === mid) {
        return findFirstMissing(array, mid + 1, end);
    }
    return findFirstMissing(array, start, mid);
}
```",627,"```javascript
['console.assert(find_First_Missing([0,1,2,3],0,3) === 4)', 'console.assert(find_First_Missing([0,1,2,6,9],0,4) === 3)', 'console.assert(find_First_Missing([2,3,5,8,9],0,4) === 0)']
```"
627, this function to replace all spaces in the given string with character * list item * list item * list item * list item '%20'.,"```javascript
const MAX = 1000;

function replaceSpaces(string) {
  string = string.trim();
  let i = string.length;
  let spaceCount = (string.match(/ /g) || []).length;
  let newLength = i + spaceCount * 2;
  if (newLength > MAX) {
    return -1;
  }
  let index = newLength - 1;
  string = string.split('');
  for (let f = 0; f < spaceCount * 2; f++) {
    string.push('0');
  }
  for (let j = i - 1; j >= 0; j--) {
    if (string[j] === ' ') {
      string[index] = '0';
      string[index - 1] = '2';
      string[index - 2] = '%';
      index -= 3;
    } else {
      string[index] = string[j];
      index -= 1;
    }
  }
  return string.join('');
}
```",628,"```javascript
['console.assert(replace_spaces(""My Name is Dawood"") === ""My%20Name%20is%20Dawood"")', 'console.assert(replace_spaces(""I am a Programmer"") === ""I%20am%20a%20Programmer"")', 'console.assert(replace_spaces(""I love Coding"") === ""I%20love%20Coding"")']
```"
628, this   function to find even numbers from a mixed list.,"```javascript
function Split(list) {
    let ev_li = [];
    for (let i of list) {
        if (i % 2 === 0) {
            ev_li.push(i);
        }
    }
    return ev_li;
}
```",629,"```javascript
['console.assert(Split([1,2,3,4,5]).toString() === [2,4].toString())', 'console.assert(Split([4,5,6,7,8,0,1]).toString() === [4,6,8,0].toString())', 'console.assert(Split([8,12,15,19]).toString() === [8,12].toString())']
```"
629, this function to extract all the adjacent coordinates of the given coordinate tuple.,"```javascript
function* adjac(ele, sub = []) { 
  if (!ele.length) { 
    yield sub; 
  } else { 
    for (let j = ele[0] - 1; j <= ele[0] + 1; j++) { 
      for (let idx of adjac(ele.slice(1), sub.concat(j))) { 
        yield idx; 
      } 
    } 
  } 
}

function getCoordinates(testTup) { 
  const res = Array.from(adjac(testTup)); 
  return res; 
}
```",630,"```javascript
['console.assert(JSON.stringify(get_coordinates([3, 4])) === JSON.stringify([[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5], [4, 3], [4, 4], [4, 5]]))', 'console.assert(JSON.stringify(get_coordinates([4, 5])) === JSON.stringify([[3, 4], [3, 5], [3, 6], [4, 4], [4, 5], [4, 6], [5, 4], [5, 5], [5, 6]]))', 'console.assert(JSON.stringify(get_coordinates([5, 6])) === JSON.stringify([[4, 5], [4, 6], [4, 7], [5, 5], [5, 6], [5, 7], [6, 5], [6, 6], [6, 7]]))']
```"
630, this function to replace whitespaces with an underscore and vice versa in a given string by using regex.,"```javascript
const text = '  Exercises';
function replaceSpaces(text) {
  text = text.replace(/ /g, ""_"");
  return text;
}
```",631,"```javascript
[""console.assert(replace_spaces('Jumanji The Jungle') === 'Jumanji_The_Jungle')"", ""console.assert(replace_spaces('The Avengers') === 'The_Avengers')"", ""console.assert(replace_spaces('Fast and Furious') === 'Fast_and_Furious')""]
```"
631, this   function to move all zeroes to the end of the given list.,"```javascript
function moveZero(numList) {
    let a = Array(numList.filter(num => num === 0).length).fill(0);
    let x = numList.filter(i => i !== 0);
    x.push(...a);
    return x;
}
```",632,"```javascript
['console.assert(JSON.stringify(move_zero([1,0,2,0,3,4])) === JSON.stringify([1,2,3,4,0,0])', 'console.assert(JSON.stringify(move_zero([2,3,2,0,0,4,0,5,0])) === JSON.stringify([2,3,2,4,5,0,0,0,0])', 'console.assert(JSON.stringify(move_zero([0,1,0,1,1])) === JSON.stringify([1,1,1,0,0])']
```"
