Unnamed: 0,text,code,task_id,modified
967,This is  a C++ function to find maximum possible value for the given periodic function.,"```
#include <algorithm>

int floor_Max(int a, int b, int c) {
    return std::min({ a, b, c });
}```",968,"[assert(floor_Max(11, 10, 9) == 9);, assert(floor_Max(5, 7, 4) == 4);, assert(floor_Max(2, 2, 1) == 1);]"
976,"    """""" Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).

    Return the decimal part of the number.
    >>> truncate_number(3.5)
    0.5
    """"""
","```
#include <cmath>

double truncate_number(double number) {
    return fmod(number, 1.0);
}
```",977,"[assert(truncate_number(3.5) == 0.5);, assert(abs(truncate_number(1.33) - 0.33) < 1e-6);, assert(abs(truncate_number(123.456) - 0.456) < 1e-6);]"
993,"    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
","```
#include <iostream>
#include <map>
#include <sstream>
#include <vector>
#include <algorithm>

std::string sort_numbers(const std::string& numbers) {
    std::map<std::string, int> value_map = {
        {""zero"", 0},
        {""one"", 1},
        {""two"", 2},
        {""three"", 3},
        {""four"", 4},
        {""five"", 5},
        {""six"", 6},
        {""seven"", 7},
        {""eight"", 8},
        {""nine"", 9}
    };

    std::istringstream iss(numbers);
    std::vector<std::string> num_vector;
    std::string num;

    while (iss >> num) {
        if (!num.empty()) {
            num_vector.push_back(num);
        }
    }

    std::sort(num_vector.begin(), num_vector.end(), [&](const std::string& a, const std::string& b) {
        return value_map[a] < value_map[b];
        });

    std::ostringstream oss;
    for (const auto& n : num_vector) {
        oss << n << ' ';
    }

    std::string result = oss.str();
    if (!result.empty()) {
        result.pop_back(); // Remove trailing space
    }

    return result;
}```",994,"[assert(sort_numbers("""") == """");, assert(sort_numbers(""three"") == ""three"");, assert(sort_numbers(""three five nine"") == ""three five nine"");, assert(sort_numbers(""five zero four seven nine eight"") == ""zero four five seven eight nine"");, assert(sort_numbers(""six five four three two one zero"") == ""zero one two three four five six"");]"
995,"    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
","```
#include <iostream>
#include <vector>
#include <limits>
#include <cassert>

std::vector<double> rescaleToUnit(const std::vector<double>& numbers) {
    double minNumber = std::numeric_limits<double>::max();
    double maxNumber = std::numeric_limits<double>::min();

    for (double num : numbers) {
        if (num < minNumber) minNumber = num;
        if (num > maxNumber) maxNumber = num;
    }

    std::vector<double> rescaled;
    for (double x : numbers) {
        rescaled.push_back((x - minNumber) / (maxNumber - minNumber));
    }

    return rescaled;
}```",996,"[assert((rescaleToUnit({ 2.0, 49.9 }) == std::vector<double>{0.0, 1.0}));, assert((rescaleToUnit({ 100.0, 49.9 }) == std::vector<double>{1.0, 0.0}));, assert((rescaleToUnit({ 1.0, 2.0, 3.0, 4.0, 5.0 }) == std::vector<double>{0.0, 0.25, 0.5, 0.75, 1.0}));, assert((rescaleToUnit({ 2.0, 1.0, 5.0, 3.0, 4.0 }) == std::vector<double>{0.25, 0.0, 1.0, 0.5, 0.75}));]"
997,"    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
","```
#include <string>

int strlen(const std::string& str) {
    return str.length();
}
```",998,"[assert(strlen("""") == 0);, assert(strlen(""x"") == 1);, assert(strlen(""asdasnakj"") == 9);]"
1006,"    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
","```
#include <iostream>
#include <vector>
#include <cmath>
#include <algorithm>
#include <cassert>

double poly(const std::vector<int>& arr, const std::vector<int>& sortedThird) {
    // Implement poly logic here, placeholder return
    return 0.0;
}

std::vector<int> sortThird(const std::vector<int>& vec) {
    // Implement sorting logic if necessary
    return vec; // Returning as-is for now
}

std::vector<int> copyArray(const std::vector<int>& original) {
    return original; // Copy the array (vector)
}```",1007,"[assert(std::fabs(poly({ -10 }, sortThird(copyArray({ -10 })))) < 1e-4);, assert(std::fabs(poly({ -10, -2 }, sortThird(copyArray({ -10, -2 })))) < 1e-4);, assert(std::fabs(poly({ -3 }, sortThird(copyArray({ -3 })))) < 1e-4);, assert(std::fabs(poly({ -3, -6 }, sortThird(copyArray({ -3, -6 })))) < 1e-4);, assert(std::fabs(poly({ -3, -6, -7 }, sortThird(copyArray({ -3, -6, -7 })))) < 1e-4);]"
1016,"    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""
","```
#include <cassert>
#include <vector>

std::vector<int> incr_list(const std::vector<int>& lst) {
    std::vector<int> result;
    for (int num : lst) {
        result.push_back(num + 1);
    }
    return result;
}```",1017,"[assert(incr_list({}) == std::vector<int>{});, assert((incr_list({ 3, 2, 1 }) == std::vector<int>{4, 3, 2}));, assert((incr_list({ 5, 2, 5, 2, 3, 3, 9, 0, 123 }) == std::vector<int>{6, 3, 6, 3, 4, 4, 10, 1, 124}));]"
1021,"    """"""Return median of elements in the list l.
    >>> median([3, 1, 2, 4, 5])
    3
    >>> median([-10, 4, 6, 1000, 10, 20])
    15.0
    """"""
","```
#include <cassert>
#include <vector>
#include <algorithm>

double median(std::vector<int> nums) {
    std::sort(nums.begin(), nums.end());
    size_t size = nums.size();
    if (size % 2 == 0) {
        return (nums[size / 2 - 1] + nums[size / 2]) / 2.0;
    }
    else {
        return nums[size / 2];
    }
}```",1022,"[assert(median({3, 1, 2, 4, 5}) == 3);, assert(median({-10, 4, 6, 1000, 10, 20}) == 8.0);, assert(median({5}) == 5);, assert(median({6, 5}) == 5.5);, assert(median({8, 1, 3, 9, 9, 2, 7}) == 7);]"
1043,"    '''
    You are given a non-empty list of positive integers. Return the greatest integer that is greater than 
    zero, and has a frequency greater than or equal to the value of the integer itself. 
    The frequency of an integer is the number of times it appears in the list.
    If no such a value exist, return -1.
    Examples:
        search([4, 1, 2, 2, 3, 1]) == 2
        search([1, 2, 2, 3, 3, 3, 4, 4, 4]) == 3
        search([5, 5, 4, 4, 4]) == -1
    '''
","```
#include <iostream>
#include <vector>
#include <algorithm>
#include <cassert>

int search(const std::vector<int>& lst) {
    if (lst.empty()) return -1;

    int maxVal = *std::max_element(lst.begin(), lst.end());
    std::vector<int> frq(maxVal + 1, 0);

    for (int val : lst) {
        frq[val]++;
    }

    int ans = -1;
    for (size_t i = 1; i < frq.size(); i++) {
        if (frq[i] >= static_cast<int>(i)) {
            ans = i;
        }
    }

    return ans;
}```",1044,"[assert(search({ 5, 5, 5, 5, 1 }) == 1);, assert(search({ 4, 1, 4, 1, 4, 4 }) == 4);, assert(search({ 3, 3 }) == -1);, assert(search({ 8, 8, 8, 8, 8, 8, 8, 8 }) == 8);]"
1044,"    '''
    Given list of integers, return list in strange order.
    Strange sorting, is when you start with the minimum value,
    then maximum of the remaining integers, then minimum and so on.

    Examples:
    strange_sort_list([1, 2, 3, 4]) == [1, 4, 2, 3]
    strange_sort_list([5, 5, 5, 5]) == [5, 5, 5, 5]
    strange_sort_list([]) == []
    '''
","```
#include <vector>
#include <algorithm>

std::vector<int> strange_sort_list(std::vector<int> lst) {
    std::vector<int> res;
    bool switch_flag = true;
    while (!lst.empty()) {
        if (switch_flag) {
            auto min_it = std::min_element(lst.begin(), lst.end());
            res.push_back(*min_it);
            lst.erase(min_it);
        }
        else {
            auto max_it = std::max_element(lst.begin(), lst.end());
            res.push_back(*max_it);
            lst.erase(max_it);
        }
        switch_flag = !switch_flag;
    }
    return res;
}```",1045,"[assert((strange_sort_list({ 1, 2, 3, 4 }) == std::vector<int>{1, 4, 2, 3}));, assert((strange_sort_list({ 5, 6, 7, 8, 9 }) == std::vector<int>{5, 9, 6, 8, 7}));, assert(( strange_sort_list({ 1, 2, 3, 4, 5 }) == std::vector<int>{1, 5, 2, 4, 3}));]"
1070,"    """"""Implement a function that takes an non-negative integer and returns an array of the first n
    integers that are prime numbers and less than n.
    for example:
    count_up_to(5) => [2,3]
    count_up_to(11) => [2,3,5,7]
    count_up_to(0) => []
    count_up_to(20) => [2,3,5,7,11,13,17,19]
    count_up_to(1) => []
    count_up_to(18) => [2,3,5,7,11,13,17]
    """"""
","```
#include <vector>

std::vector<int> count_up_to(int n) {
    std::vector<int> primes;
    for (int i = 2; i < n; i++) {
        bool is_prime = true;
        for (int j = 2; j < i; j++) {
            if (i % j == 0) {
                is_prime = false;
                break;
            }
        }
        if (is_prime) {
            primes.push_back(i);
        }
    }
    return primes;
}
```",1071,"[assert((count_up_to(5) == std::vector<int>{2, 3}));, assert((count_up_to(6) == std::vector<int>{2, 3, 5}));, assert((count_up_to(7) == std::vector<int>{2, 3, 5}));]"
1112,"    """"""Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
    Example
    is_equal_to_sum_even(4) == False
    is_equal_to_sum_even(6) == False
    is_equal_to_sum_even(8) == True
    """"""
","```
bool is_equal_to_sum_even(int n) {
    return n % 2 == 0 && n >= 8;
}
```",1113,"[assert(is_equal_to_sum_even(4) == false);, assert(is_equal_to_sum_even(6) == false);, assert(is_equal_to_sum_even(8) == true);]"
1114,"    """"""
    Given a string text, replace all spaces in it with underscores, 
    and if a string has more than 2 consecutive spaces, 
    then replace all consecutive spaces with - 
    
    fix_spaces(""Example"") == ""Example""
    fix_spaces(""Example 1"") == ""Example_1""
    fix_spaces("" Example 2"") == ""_Example_2""
    fix_spaces("" Example   3"") == ""_Example-3""
    """"""
","```
#include <string>

std::string fix_spaces(const std::string& text) {
    std::string new_text = """";
    size_t i = 0;
    size_t start = 0, end = 0;
    
    while (i < text.length()) {
        if (text[i] == ' ') {
            end++;
        } else {
            if (end - start > 2) {
                new_text += ""-"" + std::string(1, text[i]);
            } else if (end - start > 0) {
                new_text += std::string(end - start, '_') + text[i];
            } else {
                new_text += text[i];
            }
            start = i + 1;
            end = i + 1;
        }
        i++;
    }
    
    if (end - start > 2) {
        new_text += ""-"";
    } else if (end - start > 0) {
        new_text += ""_"";
    }
    
    return new_text;
}
```",1115,"[assert(fix_spaces(""Example"") == ""Example"" && ""This prints if this assert fails 1 (good for debugging!)"");, assert(fix_spaces(""Mudasir Hanif "") == ""Mudasir_Hanif_"" && ""This prints if this assert fails 2 (good for debugging!)"");, assert(fix_spaces(""Yellow Yellow  Dirty  Fellow"") == ""Yellow_Yellow__Dirty__Fellow"" && ""This prints if this assert fails 3 (good for debugging!)"");]"
1122,"    '''
    There are eight planets in our solar system: the closerst to the Sun 
    is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    Uranus, Neptune.
    This is  a function that takes two planet names as strings planet1 and planet2. 
    The function should return a tuple containing all planets whose orbits are 
    located between the orbit of planet1 and the orbit of planet2, sorted by 
    the proximity to the sun. 
    The function should return an empty tuple if planet1 or planet2
    are not correct planet names. 
    Examples
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
    '''
","```
#include <iostream>
#include <vector>
#include <string>
#include <algorithm>
#include <cassert>

class Planet {
public:
    static std::vector<std::string> bf(const std::string& planet1, const std::string& planet2) {
        std::vector<std::string> planetNames = {
            ""Mercury"", ""Venus"", ""Earth"", ""Mars"", 
            ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""
        };

        // Check if both planets are valid and not the same
        if (std::find(planetNames.begin(), planetNames.end(), planet1) == planetNames.end() ||
            std::find(planetNames.begin(), planetNames.end(), planet2) == planetNames.end() ||
            planet1 == planet2) {
            return {}; // Return an empty vector
        }

        int planet1Index = std::distance(planetNames.begin(), std::find(planetNames.begin(), planetNames.end(), planet1));
        int planet2Index = std::distance(planetNames.begin(), std::find(planetNames.begin(), planetNames.end(), planet2));

        if (planet1Index < planet2Index) {
            return std::vector<std::string>(planetNames.begin() + planet1Index + 1, planetNames.begin() + planet2Index);
        } else {
            return std::vector<std::string>(planetNames.begin() + planet2Index + 1, planetNames.begin() + planet1Index);
        }
    }
};```",1123,"[assert((Planet::bf(""Jupiter"", ""Neptune"") == std::vector<std::string>{""Saturn"", ""Uranus""}) && ""First test failed"");, assert((Planet::bf(""Earth"", ""Mercury"") == std::vector<std::string>{""Venus""}) && ""Second test failed"");, assert((Planet::bf(""Mercury"", ""Uranus"") == std::vector<std::string>{""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn""}) && ""Third test failed"");, assert((Planet::bf(""Neptune"", ""Venus"") == std::vector<std::string>{""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus""}) && ""Fourth test failed"");, assert((Planet::bf(""Earth"", ""Earth"").empty()) && ""Fifth test failed"");, assert((Planet::bf(""Mars"", ""Earth"").empty()) && ""Sixth test failed"");, assert((Planet::bf(""Jupiter"", ""Makemake"").empty()) && ""Seventh test failed"");]"
1124,"    """"""A simple program which should return the value of x if n is 
    a prime number and should return the value of y otherwise.

    Examples:
    for x_or_y(7, 34, 12) == 34
    for x_or_y(15, 8, 5) == 5
    
    """"""
","```
int x_or_y(int n, int x, int y) {
    if (n == 1) {
        return y;
    }
    for (int i = 2; i < n; i++) {
        if (n % i == 0) {
            return y;
            break;
        }
    }
    return x;
}
```",1125,"[assert(x_or_y(7, 34, 12) == 34);, assert(x_or_y(15, 8, 5) == 5);, assert(x_or_y(3, 33, 5212) == 33);]"
1137,"    """"""
    Given two positive integers a and b, return the even digits between a
    and b, in ascending order.

    For example:
    generate_integers(2, 8) => [2, 4, 6, 8]
    generate_integers(8, 2) => [2, 4, 6, 8]
    generate_integers(10, 14) => []
    """"""
","```
#include <iostream>
#include <vector>
#include <algorithm>

std::vector<int> generateIntegers(int a, int b) {
    int lower = std::max(2, std::min(a, b));
    int upper = std::min(8, std::max(a, b));
    std::vector<int> result;

    for (int i = lower; i <= upper; i++) {
        if (i % 2 == 0) {
            result.push_back(i);
        }
    }
    return result;
}```",1138,"[assert((generateIntegers(2, 10) == std::vector<int>{2, 4, 6, 8}));, assert((generateIntegers(10, 1) == std::vector<int>{2, 4, 6, 8}) && ""Test 2 failed"");]"
