Unnamed: 0,text,code,task_id,modified
676,This is  a function to check if the triangle is valid or not.,"```
bool validity_triangle(int a, int b, int c) {
    int total = a + b + c;
    return total == 180;
}
```",677,"[assert(validity_triangle(60, 50, 90) == false);, assert(validity_triangle(45, 75, 60) == true);, assert(validity_triangle(30, 50, 100) == true);]"
677,This is  a C++ function to remove spaces from a given string.,"```
#include <string>

std::string remove_spaces(const std::string str1) {
    std::string result = str1;
    result.erase(std::remove(result.begin(), result.end(),  ), result.end());
    return result;
}```",678,"[assert(remove_spaces(""a b c"") == ""abc"");, assert(remove_spaces(""1 2 3"") == ""123"");, assert(remove_spaces("" b c"") == ""bc"");]"
678,This is  a function to access dictionary key’s element by index.,"```
#include <map>
#include <vector>
#include <string>

std::string access_key(const std::map<std::string, int>& dictionary, int key) {
    // Create a vector of keys from the map
    std::vector<std::string> keys;
    for (const auto& pair : dictionary) {
        keys.push_back(pair.first);
    }
    return keys[key];  // Return the key at the specified index
}```",679,"[assert(access_key({ {""physics"", 80}, {""math"", 90}, {""chemistry"", 86} }, 0) == ""chemistry"");, assert(access_key({ {""C++"", 10}, {""java"", 20}, {""C++"", 30} }, 2) == ""C++"");, assert(access_key({ {""program"", 15}, {""computer"", 45} }, 1) == ""program"");]"
679,This is  a C++ function to check whether a sequence of numbers has an increasing trend or not.,"```
#include <vector>
#include <algorithm>

bool increasing_trend(const std::vector<int>& nums) {
    return std::is_sorted(nums.begin(), nums.end());
}
```",680,"[assert(increasing_trend({1, 2, 3, 4}) == true);, assert(increasing_trend({4, 3, 2, 1}) == false);, assert(increasing_trend({0, 1, 4, 9}) == true);]"
680,This is  a C++ function to find the smallest prime divisor of a number.,"```
int smallest_Divisor(int n) { 
    if (n % 2 == 0) { 
        return 2; 
    } 
    int i = 3;  
    while (i * i <= n) { 
        if (n % i == 0) { 
            return i; 
        } 
        i += 2; 
    } 
    return n; 
}
```",681,"[assert(smallest_Divisor(10) == 2);, assert(smallest_Divisor(25) == 5);, assert(smallest_Divisor(31) == 31);]"
682,This is  a C++ function to check whether the given number can be represented by sum of two squares or not.,"```
#include <iostream>
using namespace std;

bool sum_Square(int n) {
    int i = 1;
    while (i * i <= n) {
        int j = 1;
        while (j * j <= n) {
            if (i * i + j * j == n) {
                return true;
            }
            j = j + 1;
        }
        i = i + 1;
    }
    return false;
}
```",683,"[assert(sum_Square(25) == true);, assert(sum_Square(24) == false);, assert(sum_Square(17) == true);]"
683,This is  a C++ function to count occurences of a character in a repeated string.,"```
#include <iostream>
#include <string>

int count_Char(const std::string& str, char x) {
    int count = 0;
    for (size_t i = 0; i < str.length(); ++i) {
        if (str[i] == x) {
            count += 1;
        }
    }
    int n = 10;
    int repititions = n / str.length();
    count *= repititions;
    int l = n % str.length();
    for (int i = 0; i < l; ++i) {
        if (str[i] == x) {
            count += 1;
        }
    }
    return count; // Assuming the second return value is not needed
}```",684,"[assert(count_Char(""abcac"", \a\) == 4);, assert(count_Char(""abca"", \c\) == 2);, assert(count_Char(""aba"", \a\) == 7);]"
684,This is  a C++ function to find sum of prime numbers between 1 to n.,"```
#include <vector>

int sum_Of_Primes(int n) {
    std::vector<bool> prime(n + 1, true);
    int p = 2;
    while (p * p <= n) {
        if (prime[p] == true) {
            for (int i = p * 2; i <= n; i += p) {
                prime[i] = false;
            }
        }
        p++;
    }
    int sum = 0;
    for (int i = 2; i <= n; i++) {
        if (prime[i]) {
            sum += i;
        }
    }
    return sum; // Returning a pair, second value is set to 0 as in original code.
}```",685,"[assert(sum_Of_Primes(10) == 17);, assert(sum_Of_Primes(20) == 77);, assert(sum_Of_Primes(5) == 10);]"
685,This is  a function to find the frequency of each element in the given list.,"```
#include <iostream>
#include <vector>
#include <unordered_map>
#include <string>

std::pair<std::string, std::unordered_map<int, int>> freq_element(const std::vector<int>& test_tup) {
    std::unordered_map<int, int> res;
    for (int ele : test_tup) {
        res[ele] += 1;
    }

    std::string result = ""{"";
    for (auto it = res.begin(); it != res.end(); ++it) {
        result += std::to_string(it->first) + "": "" + std::to_string(it->second);
        if (std::next(it) != res.end()) {
            result += "", "";
        }
    }
    result += ""}"";

    return { result, res };
}```",686,"[assert(freq_element({ 4, 5, 4, 5, 6, 6, 5, 5, 4 }).first == ""{4: 3, 5: 4, 6: 2}"");, assert(freq_element({ 7, 8, 8, 9, 4, 7, 6, 5, 4 }).first == ""{7: 2, 8: 2, 9: 1, 4: 2, 6: 1, 5: 1}"");, assert(freq_element({ 1, 4, 3, 1, 4, 5, 2, 6, 2, 7 }).first == ""{1: 2, 4: 2, 3: 1, 5: 1, 2: 2, 6: 1, 7: 1}"");]"
687,This is  a function to get the length of a complex number.,"```

#include <iostream>
#include <complex>
#include <cmath>

double len_complex(double a, double b) {
    std::complex<double> cn(a, b);
    double length = std::abs(cn);
    return length; // Just to match the return type, the second value is placeholder.
}```",688,"[assert(len_complex(3, 4) == 5.0);, assert(len_complex(9, 10) == 13.45362404707371);, assert(len_complex(7, 9) == 11.40175425099138);]"
688,## This is  a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,"```
#include <vector>
#include <algorithm>
#include <limits>

int min_jumps(const std::vector<int>& arr, int n) {
    std::vector<int> jumps(n, 0);
    if (n == 0 || arr[0] == 0) {
        return std::numeric_limits<int>::max();
    }
    jumps[0] = 0;
    for (int i = 1; i < n; ++i) {
        jumps[i] = std::numeric_limits<int>::max();
        for (int j = 0; j < i; ++j) {
            if (i <= j + arr[j] && jumps[j] != std::numeric_limits<int>::max()) {
                jumps[i] = std::min(jumps[i], jumps[j] + 1);
                break;
            }
        }
    }
    return jumps[n - 1];
}```",689,"[assert((min_jumps({ 1, 3, 6, 1, 0, 9 }, 6) == 3));, assert((min_jumps({ 1, 3, 5, 8, 9, 2, 6, 7, 6, 8, 9 }, 11) == 3));, assert((min_jumps({ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 }, 11) == 10));]"
689,This is  a function to multiply consecutive numbers of a given list.,"```
#include <vector>
#include <utility>

std::vector<int> mul_consecutive_nums(const std::vector<int>& nums) {
    std::vector<int> result;
    for (size_t i = 0; i < nums.size() - 1; ++i) {
        result.push_back(nums[i] * nums[i + 1]);
    }
    return result;
}```",690,"[assert((mul_consecutive_nums({ 1, 1, 3, 4, 4, 5, 6, 7 }) == std::vector<int>{1, 3, 12, 16, 20, 30, 42}));, assert((mul_consecutive_nums({ 4, 5, 8, 9, 6, 10 }) == std::vector<int>{20, 40, 72, 54, 60}));, assert((mul_consecutive_nums({ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 }) == std::vector<int>{2, 6, 12, 20, 30, 42, 56, 72, 90}));]"
690,This is  a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,"```
#include <iostream>
#include <vector>
#include <unordered_map>
#include <algorithm>

std::unordered_map<int, std::vector<int>> group_element(const std::vector<std::pair<int, int>>& test_list) {
    std::unordered_map<int, std::vector<int>> res;
    std::vector<std::pair<int, int>> sorted_list = test_list;

    std::sort(sorted_list.begin(), sorted_list.end(), [](const auto& a, const auto& b) {
        return a.second < b.second;
        });

    for (const auto& key_val : sorted_list) {
        res[key_val.second].push_back(key_val.first);
    }

    return res;
}

bool operator==(const std::unordered_map<int, std::vector<int>>& lhs, const std::unordered_map<int, std::vector<int>>& rhs) {
    return lhs.size() == rhs.size() && std::equal(lhs.begin(), lhs.end(), rhs.begin());
}```",691,"[assert((group_element({ {6, 5}, {2, 7}, {2, 5}, {8, 7}, {9, 8}, {3, 7} }) == std::unordered_map<int, std::vector<int>>{ {5, { 6, 2 }}, { 7, {2, 8, 3} }, { 8, {9} }}));, assert((group_element({ {7, 6}, {3, 8}, {3, 6}, {9, 8}, {10, 9}, {4, 8} }) == std::unordered_map<int, std::vector<int>>{ {6, { 7, 3 }}, { 8, {3, 9, 4} }, { 9, {10} } }));, assert((group_element({ {8, 7}, {4, 9}, {4, 7}, {10, 9}, {11, 10}, {5, 9} }) == std::unordered_map<int, std::vector<int>>{ {7, { 8, 4 }}, { 9, {4, 10, 5} }, { 10, {11} } }));]"
691,This is  a C++ function to find the last two digits in factorial of a given number.,"```
#include <iostream>
using namespace std;

int last_Two_Digits(int N) {
    if (N >= 10) {
        return 0;
    }
    int fac = 1;
    for (int i = 1; i <= N; i++) {
        fac = (fac * i) % 100;
    }
    return fac;
}```",692,"[assert(last_Two_Digits(7) == 40);, assert(last_Two_Digits(5) == 20);, assert(last_Two_Digits(2) == 2);]"
692,This is  a function to remove multiple spaces in a string by using regex.,"```
#include <string>
#include <regex>

std::string remove_multiple_spaces(const std::string& text1) {
    return std::regex_replace(text1, std::regex("" +""), "" "");
}
```",693,"[assert(remove_multiple_spaces(""Google      Assistant"") == ""Google Assistant"");, assert(remove_multiple_spaces(""Quad      Core"") == ""Quad Core"");, assert(remove_multiple_spaces(""ChromeCast      Built-in"") == ""ChromeCast Built-in"");]"
693,This is  a function to extract unique values from the given dictionary values.,"```
#include <iostream>
#include <vector>
#include <set>
#include <algorithm>
#include <map>

std::vector<int> extract_unique(const std::map<std::string, std::vector<int>>& test_dict) {
    std::set<int> unique_elems;
    for (const auto& pair : test_dict) {
        unique_elems.insert(pair.second.begin(), pair.second.end());
    }
    std::vector<int> res(unique_elems.begin(), unique_elems.end());
    std::sort(res.begin(), res.end());
    return res;
}```",694,"[assert((extract_unique({ {""msm"", {5, 6, 7, 8}}, {""is"", {10, 11, 7, 5}}, {""best"", {6, 12, 10, 8}}, {""for"", {1, 2, 5}} }) == std::vector<int>{1, 2, 5, 6, 7, 8, 10, 11, 12}));, assert((extract_unique({ {""Built"", {7, 1, 9, 4}}, {""for"", {11, 21, 36, 14, 9}}, {""ISP"", {4, 1, 21, 39, 47}}, {""TV"", {1, 32, 38}} }) == std::vector<int>{1, 4, 7, 9, 11, 14, 21, 32, 36, 38, 39, 47}));, assert((extract_unique({ {""F"", {11, 13, 14, 17}}, {""A"", {12, 11, 15, 18}}, {""N"", {19, 21, 15, 36}}, {""G"", {37, 36, 35}} }) == std::vector<int>{11, 12, 13, 14, 15, 17, 18, 19, 21, 35, 36, 37}));]"
694,This is  a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,"```
#include <cassert>
#include <vector>

bool check_greater(const std::vector<int>& test_tup1, const std::vector<int>& test_tup2) {
    bool res = true;
    for (size_t i = 0; i < test_tup1.size(); ++i) {
        if (!(test_tup1[i] < test_tup2[i])) {
            res = false;
            break;
        }
    }
    return res;
}```",695,"[assert(check_greater({ 10, 4, 5 }, { 13, 5, 18 }) == true);, assert(check_greater({ 1, 2, 3 }, { 2, 1, 4 }) == false);, assert(check_greater({ 4, 5, 6 }, { 5, 6, 7 }) == true);]"
695,This is  a function to zip two given lists of lists.,"```
#include <vector>
#include <string>

std::vector<std::string> zip_list(const std::vector<std::string>& list1, const std::vector<std::string>& list2) {
    std::vector<std::string> result;
    for (size_t i = 0; i < list1.size() && i < list2.size(); ++i) {
        result.push_back(list1[i] + list2[i]);
    }
    return result;
}
```",696,"[assert((zip_list({ ""1"", ""3"", ""5"" }, { ""2"", ""4"", ""6"" }) == std::vector<std::string>{""12"", ""34"", ""56""}));, assert((zip_list({ ""a"", ""b"", ""c"" }, { ""d"", ""e"", ""f"" }) == std::vector<std::string>{""ad"", ""be"", ""cf""}));, assert((zip_list({ ""hello"", ""world"" }, { ""there"", ""!"" }) == std::vector<std::string>{""hellothere"", ""world!""}));]"
696,This is  a function to find number of even elements in the given list using lambda function.,"```
#include <vector>
#include <algorithm>

int count_even(const std::vector<int> array_nums) {
    int count_even = std::count_if(array_nums.begin(), array_nums.end(), [](int x) { return x % 2 == 0; });
    return count_even;
}```",697,"[assert(count_even({1, 2, 3, 5, 7, 8, 9, 10}) == 3);, assert(count_even({10, 15, 14, 13, -18, 12, -20}) == 5);, assert(count_even({1, 2, 4, 8, 9}) == 3);]"
697,This is  a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,"```
#include <iostream>
#include <map>
#include <vector>
#include <algorithm>
#include <tuple>

std::map<std::tuple<int, int>, int> sort_dict_item(const std::map<std::tuple<int, int>, int> test_dict) {
    // Convert the map to a vector of pairs
    std::vector<std::pair<std::tuple<int, int>, int>> items(test_dict.begin(), test_dict.end());

    // Sort the vector based on the product of the first and second elements in the tuple and the second element
    std::sort(items.begin(), items.end(), [](const auto& a, const auto& b) {
        return (std::get<0>(a.first) * std::get<1>(a.first) * a.second) < (std::get<0>(b.first) * std::get<1>(b.first) * b.second);
        });

    // Rebuild the map from the sorted vector
    std::map<std::tuple<int, int>, int> res;
    for (const auto& item : items) {
        res[item.first] = item.second;
    }

  ```",698,"[assert(sort_dict_item({ {{5, 6}, 3}, {{2, 3}, 9}, {{8, 4}, 10}, {{6, 4}, 12} }) == (std::map<std::tuple<int, int>, int>{ { {2, 3}, 9}, { {6, 4}, 12 }, { {5, 6}, 3 }, { {8, 4}, 10 }}));, assert(sort_dict_item({ {{6, 7}, 4}, {{3, 4}, 10}, {{9, 5}, 11}, {{7, 5}, 13} }) == (std::map<std::tuple<int, int>, int>{ { {3, 4}, 10}, { {7, 5}, 13 }, { {6, 7}, 4 }, { {9, 5}, 11 }}));, assert(sort_dict_item({ {{7, 8}, 5}, {{4, 5}, 11}, {{10, 6}, 12}, {{8, 6}, 14} }) == (std::map<std::tuple<int, int>, int>{ { {4, 5}, 11}, { {8, 6}, 14 }, { {7, 8}, 5 }, { {10, 6}, 12 }}));]"
698,This is  a C++ function to find the minimum number of swaps required to convert one binary string to another.,"```
#include <string>

std::string min_Swaps(std::string str1, std::string str2) {
    int count = 0;
    for (size_t i = 0; i < str1.length(); ++i) {
        if (str1[i] != str2[i]) {
            count++;
        }
    }
    if (count % 2 == 0) {
        return std::to_string(count / 2);
    } else {
        return ""Not Possible"";
    }
}
```",699,"[assert(min_Swaps(""1101"", ""1110"") == ""1"");, assert(min_Swaps(""1111"", ""0100"") == ""Not Possible"");, assert(min_Swaps(""1110000"", ""0001101"") == ""3"");]"
699,This is  a function to count the number of elements in a list which are within a specific range.,"```
#include <vector>

std::pair<int, int> count_range_in_list(const std::vector<int>& li, int min, int max) {
    int ctr = 0;
    for (int x : li) {
        if (min <= x && x <= max) {
            ctr++;
        }
    }
    return {ctr, 0}; // returning 0 as a placeholder for the second value
}
```",700,"[assert(count_range_in_list({ 10, 20, 30, 40, 40, 40, 70, 80, 99 }, 40, 100) == 6);, assert(count_range_in_list({ 7, 8, 9, 15, 17, 19, 45 }, 15, 20) == 3);]"
700,This is  a function to find the equilibrium index of the given array.,"```
#include <vector>

int equilibrium_index(const std::vector<int>& arr) {
    int total_sum = 0;
    for (int num : arr) {
        total_sum += num;
    }
    int left_sum = 0;
    for (size_t i = 0; i < arr.size(); ++i) {
        total_sum -= arr[i];
        if (left_sum == total_sum) {
            return i;
        }
        left_sum += arr[i];
    }
    return -1;
}
```",701,"[assert(equilibrium_index({1, 2, 3, 4, 1, 2, 3}) == 3);, assert(equilibrium_index({-7, 1, 5, 2, -4, 3, 0}) == 3);, assert(equilibrium_index({1, 2, 3}) == -1);]"
701,This is  a function to find the minimum number of elements that should be removed such that amax-amin<=k.,"```
#include <iostream>
#include <vector>
#include <algorithm>

int find_ind(int key, int i, int n, int k, const std::vector<int>& arr) {
    int ind = -1;
    int start = i + 1;
    int end = n - 1;

    while (start <= end) { // Adjusted binary search condition
        int mid = start + (end - start) / 2;
        if (arr[mid] - key <= k) {
            ind = mid;
            start = mid + 1;
        }
        else {
            end = mid - 1;
        }
    }
    return ind;
}

int removals(std::vector<int> arr, int n, int k) {
    int ans = n - 1;
    std::sort(arr.begin(), arr.end());
    for (int i = 0; i < n; i++) {
        int j = find_ind(arr[i], i, n, k, arr);
        if (j != -1) {
            ans = std::min(ans, n - (j - i + 1));
        }
    }
    return ans;
}```",702,"[assert(removals({ 1, 3, 4, 9, 10, 11, 12, 17, 20 }, 9, 4) == 5);, assert(removals({ 1, 5, 6, 2, 8 }, 5, 2) == 3);, assert(removals({ 1, 2, 3, 4, 5, 6 }, 6, 3) == 2);]"
702,This is  a function to check whether the given key is present in the dictionary or not.,"```
#include <unordered_map>

bool is_key_present(const std::unordered_map<int, int>& d, int x) {
    return d.find(x) != d.end();
}
```",703,"[assert(is_key_present({{1, 10}, {2, 20}, {3, 30}, {4, 40}, {5, 50}, {6, 60}}, 5) == true);, assert(is_key_present({{1, 10}, {2, 20}, {3, 30}, {4, 40}, {5, 50}, {6, 60}}, 6) == true);, assert(is_key_present({{1, 10}, {2, 20}, {3, 30}, {4, 40}, {5, 50}, {6, 60}}, 10) == false);]"
703,This is  a function to calculate the harmonic sum of n-1.,"```
double harmonic_sum(int n) {
    if (n < 2) {
        return 1;
    } else {
        return 1.0 / n + harmonic_sum(n - 1);
    }
}
```",704,"[assert(harmonic_sum(10) == 2.9289682539682538);, assert(harmonic_sum(4) == 2.083333333333333);, assert(harmonic_sum(7) == 2.5928571428571425);]"
704,This is  a function to sort a list of lists by length and value.,"```
#include <algorithm>
#include <vector>
#include <string>

// Function to sort a vector of vectors of integers
std::vector<std::vector<int>> sort_sublists(std::vector<std::vector<int>> list1) {
    // Sort by values within each sublist
    for (auto& sublist : list1) {
        std::sort(sublist.begin(), sublist.end());
    }
    // Sort the outer list by sublist size, and then by lexicographical order
    std::sort(list1.begin(), list1.end(), [](const std::vector<int>& a, const std::vector<int>& b) {
        if (a.size() != b.size()) return a.size() < b.size();
        return a < b;
        });
    return list1;
}```",705,"[assert((sort_sublists({ {2}, {0}, {1, 3}, {0, 7}, {9, 11}, {13, 15, 17} }) == std::vector<std::vector<int>>{ {0}, { 2 }, { 0, 7 }, { 1, 3 }, { 9, 11 }, { 13, 15, 17 } }));, assert((sort_sublists({ {1}, {2, 3}, {4, 5, 6}, {7}, {10, 11} }) == std::vector<std::vector<int>>{ {1}, { 7 }, { 2, 3 }, { 10, 11 }, { 4, 5, 6 } }));]"
705,This is  a function to find whether an array is subset of another array.,"```
#include <unordered_set>
#include <vector>

bool is_subset(const std::vector<int>& arr1, int m, const std::vector<int>& arr2, int n) {
    std::unordered_set<int> hashset;
    for (int i = 0; i < m; i++) {
        hashset.insert(arr1[i]);
    }
    for (int i = 0; i < n; i++) {
        if (hashset.find(arr2[i]) != hashset.end()) {
            continue;
        }
        else {
            return false;
        }
    }
    return true;
}```",706,"[assert(is_subset({ 11, 1, 13, 21, 3, 7 }, 6, { 11, 3, 7, 1 }, 4) == true);, assert(is_subset({ 1, 2, 3, 4, 5, 6 }, 6, { 1, 2, 4 }, 3) == true);, assert(is_subset({ 10, 5, 2, 23, 19 }, 5, { 19, 5, 3 }, 3) == false);]"
706,This is  a C++ function to count the total set bits from 1 to n.,"```
#include <iostream>

int count_Set_Bits(int n) {
    n += 1;
    int powerOf2 = 2;
    int cnt = n / 2;
    while (powerOf2 <= n) {
        int totalPairs = n / powerOf2;
        cnt += (totalPairs / 2) * powerOf2;
        if (totalPairs & 1) {
            cnt += (n % powerOf2);
        } else {
            cnt += 0;
        }
        powerOf2 <<= 1;
    }
    return cnt;
}
```",707,"[assert(count_Set_Bits(16) == 33);, assert(count_Set_Bits(2) == 2);, assert(count_Set_Bits(14) == 28);]"
707,This is  a C++ function to convert a string to a list.,"```
#include <iostream>
#include <vector>
#include <sstream>
#include <iterator>

// Function to convert a string into a vector of words
std::vector<std::string> Convert(const std::string& str) {
    std::istringstream iss(str);
    std::vector<std::string> li((std::istream_iterator<std::string>(iss)), std::istream_iterator<std::string>());
    return li;
}```",708,"[assert((Convert(""C++ program"") == std::vector<std::string>{""C++"", ""program""}));, assert((Convert(""Data Analysis"") == std::vector<std::string>{""Data"", ""Analysis""}));, assert((Convert(""Hadoop Training"") == std::vector<std::string>{""Hadoop"", ""Training""})); ]"
709,This is  a function to access the initial and last data of the given tuple record.,"```
#include <tuple>
#include <iostream>
#include <vector>

// Function to return the front and rear elements as a tuple
std::tuple<int, int> front_and_rear(const std::vector<int>& test_tup) {
    return std::make_tuple(test_tup.front(), test_tup.back());
}```",710,"[assert(front_and_rear({ 10, 4, 5, 6, 7 }) == std::make_tuple(10, 7));, assert(front_and_rear({ 1, 2, 3, 4, 5 }) == std::make_tuple(1, 5));, assert(front_and_rear({ 6, 7, 8, 9, 10 }) == std::make_tuple(6, 10));]"
712,This is  a function to check if the given tuple contains all valid values or not.,"```
#include <tuple>
#include <algorithm>

// Function to check if all elements in a tuple are true
template <typename... Args>
bool check_valid(const std::tuple<Args...>& test_tup) {
    return std::apply([](const Args&... args) {
        return (... && args); // Fold expression to check all are true
        }, test_tup);
}```",713,"[assert(check_valid(std::make_tuple(true, true, true, true)) == true);, assert(check_valid(std::make_tuple(true, false, true, true)) == false);, assert(check_valid(std::make_tuple(true, true, true, true)) == true);]"
713,This is  a C++ function to count the number of distinct power of prime factor of given number.,"```

#include <iostream>
using namespace std;

int count_Fac(int n) {
    int m = n;
    int count = 0;
    int i = 2;
    while ((i * i) <= m) {
        int total = 0;
        while (n % i == 0) {
            n /= i;
            total += 1;
        }
        int temp = 0;
        int j = 1;
        while ((temp + j) <= total) {
            temp += j;
            count += 1;
            j += 1;
        }
        i += 1;
    }
    if (n != 1) {
        count += 1;
    }
    return count; // Returning 0 as the second value as the original C++ function returns two values.
}```",714,"[assert(count_Fac(24) == 3);, assert(count_Fac(12) == 2);, assert(count_Fac(4) == 1);]"
714,This is  a function to convert the given string of integers into a tuple.,"```
#include <tuple>
#include <sstream>
#include <vector>
#include <string>
#include <iostream>
#include <cassert>

// Function to convert a comma-separated string into a tuple of integers
std::tuple<int, int, int, int, int> str_to_tuple(const std::string& test_str) {
    std::stringstream ss(test_str);
    std::string temp;
    std::vector<int> res;

    while (std::getline(ss, temp, ,)) {
        res.push_back(std::stoi(temp));
    }

    // Ensure the result matches the expected tuple size
    if (res.size() != 5) {
        throw std::invalid_argument(""Input string does not contain exactly 5 integers."");
    }

    return std::make_tuple(res[0], res[1], res[2], res[3], res[4]);
}```",715,"[assert(str_to_tuple(""1, -5, 4, 6, 7"") == std::make_tuple(1, -5, 4, 6, 7));, assert(str_to_tuple(""1, 2, 3, 4, 5"") == std::make_tuple(1, 2, 3, 4, 5));, assert(str_to_tuple(""4, 6, 9, 11, 13"") == std::make_tuple(4, 6, 9, 11, 13));]"
715,This is  a function to find the perimeter of a rombus.,"```
int rombus_perimeter(int a) {
    int perimeter = 4 * a;
    return perimeter;
}
```",716,"[assert(rombus_perimeter(10) == 40);, assert(rombus_perimeter(5) == 20);, assert(rombus_perimeter(4) == 16);]"
716,This is  a function to calculate the standard deviation.,"```
#include <iostream>
#include <vector>
#include <cmath>

double avg_calc(const std::vector<double>& ls) {
    size_t n = ls.size();
    double mean = 0.0;
    if (n <= 1) {
        return ls[0];
    }
    for (const auto& el : ls) {
        mean += el;
    }
    mean /= n;
    return mean;
}

double sd_calc(const std::vector<double>& data) {
    size_t n = data.size();
    if (n <= 1) {
        return 0.0;
    }
    double mean = avg_calc(data);
    double sd = 0.0;
    for (const auto& el : data) {
        sd += (el - mean) * (el - mean);
    }
    sd = std::sqrt(sd / (n - 1));
    return sd;
}```",717,"[assert(sd_calc({ 4, 2, 5, 8, 6 }) == 2.23606797749979);, assert(sd_calc({ 1, 2, 3, 4, 5, 6, 7 }) == 2.160246899469287);, assert(sd_calc({ 5, 9, 10, 15, 6, 4 }) == 4.070217029430577);]"
717,This is  a function to create a list taking alternate elements from another given list.,"```
#include <vector>

std::vector<int> alternate_elements(const std::vector<int>& list1) {
    std::vector<int> result;
    for (size_t i = 0; i < list1.size(); i += 2) {
        result.push_back(list1[i]);
    }
    return result ;
}```",718,"[assert((alternate_elements(std::vector<int>{2, 0, 3, 4, 0, 2, 8, 3, 4, 2}) == std::vector<int>{2, 3, 0, 8, 4}));, assert((alternate_elements(std::vector<int>{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}) == std::vector<int>{1, 3, 5, 7, 9}));]"
718,This is  a function that matches a string that has an a followed by zero or more bs.,"```
#include <iostream>
#include <regex>
#include <string>

std::string text_match(const std::string& text) {
    std::regex patterns(""ab*?"");
    if (std::regex_search(text, patterns)) {
        return ""Found a match!"";
    } else {
        return ""Not matched!"";
    }
}
```",719,"[assert(text_match(""ac"") == ""Found a match!"");, assert(text_match(""dc"") == ""Not matched!"");, assert(text_match(""abba"") == ""Found a match!"");]"
719,This is  a function to add a dictionary to the tuple.,"```
#include <cassert>
#include <tuple>
#include <map>
#include <string>

std::tuple<int, int, int, std::map<std::string, int>> add_dict_to_tuple(std::tuple<int, int, int> t, std::map<std::string, int> d) {
    return std::make_tuple(std::get<0>(t), std::get<1>(t), std::get<2>(t), d);
}```",720,"[assert(add_dict_to_tuple(std::make_tuple(4, 5, 6), {{""MSAM"", 1}, {""is"", 2}, {""best"", 3}}) == std::make_tuple(4, 5, 6, std::map<std::string, int>{{""MSAM"", 1}, {""is"", 2}, {""best"", 3}}));, assert(add_dict_to_tuple(std::make_tuple(1, 2, 3), {{""UTS"", 2}, {""is"", 3}, {""Worst"", 4}}) == std::make_tuple(1, 2, 3, std::map<std::string, int>{{""UTS"", 2}, {""is"", 3}, {""Worst"", 4}}));, assert(add_dict_to_tuple(std::make_tuple(8, 9, 10), {{""POS"", 3}, {""is"", 4}, {""Okay"", 5}}) == std::make_tuple(8, 9, 10, std::map<std::string, int>{{""POS"", 3}, {""is"", 4}, {""Okay"", 5}}));]"
720,This is  a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,"```
#include <vector>
#include <algorithm>

using namespace std;

const int M = 100;

double maxAverageOfPath(vector<vector<int>> cost, int N) {
    vector<vector<int>> dp(N + 1, vector<int>(N + 1, 0));
    dp[0][0] = cost[0][0];
    for (int i = 1; i < N; ++i) {
        dp[i][0] = dp[i - 1][0] + cost[i][0];
    }
    for (int j = 1; j < N; ++j) {
        dp[0][j] = dp[0][j - 1] + cost[0][j];
    }
    for (int i = 1; i < N; ++i) {
        for (int j = 1; j < N; ++j) {
            dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]) + cost[i][j];
        }
    }
    return static_cast<double>(dp[N - 1][N - 1]) / (2 * N - 1);
}```",721,"[assert(maxAverageOfPath({{1, 2, 3}, {6, 5, 4}, {7, 3, 9}}, 3) == 5.2);, assert(maxAverageOfPath({{2, 3, 4}, {7, 6, 5}, {8, 4, 10}}, 3) == 6.2);, assert(maxAverageOfPath({{3, 4, 5}, {8, 7, 6}, {9, 5, 11}}, 3) == 7.2);]"
